,l1,w2,Freq,dB
9206,3,6,3.48,-9.308938333
9207,4,6,3.493333333,-11.4405616
9208,5,6,3.506666667,-12.59279949
9209,6,6,3.52,-12.26537561
9210,7,6,3.533333333,-11.24845287
9211,8,6,3.546666667,-10.97365772
9212,9,6,3.56,-12.47155465
9213,1,7,3.573333333,-15.99543827
9214,2,7,3.586666667,-23.57003837
9215,3,7,3.6,-28.277551
9216,4,7,3.613333333,-17.26638143
9217,5,7,3.626666667,-13.71128233
9218,6,7,3.64,-12.27036894
9219,7,7,3.653333333,-11.61523137
9220,8,7,3.666666667,-11.25077211
9221,9,7,3.68,-10.99444123
9222,1,8,3.693333333,-10.77872885
9223,2,8,3.706666667,-10.57833182
9224,3,8,3.72,-10.3838138
9225,4,8,3.733333333,-10.19185061
9226,5,8,3.746666667,-10.00149748
9227,6,8,3.76,-9.812726638
9228,7,8,3.773333333,-9.625853244
9229,8,8,3.786666667,-9.441318588
9230,9,8,3.8,-9.259618911
9231,1,9,3.813333333,-9.081293039
9232,2,9,3.826666667,-8.906932649
9233,3,9,3.84,-8.737199937
9234,4,9,3.853333333,-8.572846278
9235,5,9,3.866666667,-8.414729029
9236,6,9,3.88,-8.263825071
9237,7,9,3.893333333,-8.12124005
9238,8,9,3.906666667,-7.988212293
9239,9,9,3.92,-7.866110258
9240,1,1,3.933333333,-7.756422267
9241,2,1,3.946666667,-7.660737296
9242,3,1,3.96,-7.580715829
9243,4,1,3.973333333,-7.518050325
9244,5,1,3.986666667,-7.474415648
9245,6,1,4,-7.451410932
9246,7,1,4.013333333,-8.638787128
9247,8,1,4.026666667,-9.8620609
9248,9,1,4.04,-10.14660679
9249,1,2,4.053333333,-10.3579471
9250,2,2,4.066666667,-11.25672359
9251,3,2,4.08,-12.83194057
9252,4,2,4.093333333,-14.81040782
9253,5,2,4.106666667,-16.23847599
9254,6,2,4.12,-14.5241688
9255,7,2,4.133333333,-11.48655324
9256,8,2,4.146666667,-8.912125592
9257,9,2,4.16,-6.882197207
9258,1,3,4.173333333,-5.270700972
9259,2,3,4.186666667,-4.045786263
9260,3,3,4.2,-3.314162511
9261,4,3,4.213333333,-3.318749395
9262,5,3,4.226666667,-4.333541681
9263,6,3,4.24,-6.510188532
9264,7,3,4.253333333,-9.96238456
9265,8,3,4.266666667,-14.97609238
9266,9,3,4.28,-18.29623686
9267,1,4,4.293333333,-13.72108727
9268,2,4,4.306666667,-9.558849799
9269,3,4,4.32,-6.668701311
9270,4,4,4.333333333,-4.72014627
9271,4,4,4.346666667,-3.71964358
9272,4,4,4.36,-3.786239862
9273,4,4,4.373333333,-4.897040013
9274,5,4,4.386666667,-6.696805362
9275,6,4,4.4,-9.520356671
9276,7,4,4.413333333,-17.59288276
9277,8,4,4.426666667,-13.85026268
9278,9,4,4.44,-10.59263078
9279,1,5,4.453333333,-9.194568731
9280,2,5,4.466666667,-6.453310404
9281,3,5,4.48,-4.741393618
9282,4,5,4.493333333,-4.068900436
9283,5,5,4.506666667,-3.886554773
9284,6,5,4.52,-3.969696531
9285,7,5,4.533333333,-4.264429653
9286,8,5,4.546666667,-4.791489846
9287,9,5,4.56,-5.617868535
9288,1,6,4.573333333,-6.857792525
9289,2,6,4.586666667,-8.696327481
9290,3,6,4.6,-11.46114006
9291,4,6,4.613333333,-15.86147523
9292,5,6,4.626666667,-23.51690785
9293,6,6,4.64,-22.44659192
9294,7,6,4.653333333,-16.48855242
9295,8,6,4.666666667,-13.42293067
9296,9,6,4.68,-11.73861656
9297,1,7,4.693333333,-10.84435153
9298,2,7,4.706666667,-10.48022659
9299,3,7,4.72,-10.52194612
9300,4,7,4.733333333,-10.9195682
9301,5,7,4.746666667,-11.68102856
9302,6,7,4.76,-12.77515732
9303,7,7,4.773333333,-14.21554757
9304,8,7,4.786666667,-15.95321732
9305,9,7,4.8,-17.46964118
9306,1,8,4.813333333,-17.46475789
9307,2,8,4.826666667,-15.57051361
9308,3,8,4.84,-13.04816551
9309,4,8,4.853333333,-10.63759748
9310,5,8,4.866666667,-8.438766804
9311,6,8,4.88,-6.349497007
9312,7,8,4.893333333,-4.185158857
9313,8,8,4.906666667,-1.624632949
9314,9,8,4.92,2.102140341
9315,1,9,4.933333333,10.32051529
9316,2,9,4.946666667,7.725947073
9317,3,9,4.96,-3.35407654
9318,4,9,4.973333333,-10.94994594
9319,5,9,4.986666667,-17.44723049
9320,6,9,5,-18.39009301
9321,7,9,5.013333333,-15.85886778
9322,8,9,5.026666667,-13.85516608
9323,9,9,5.04,-12.47224308
9324,1,1,5.053333333,-11.48461329
9325,2,1,5.066666667,-10.7499781
9326,3,1,5.08,-10.18336896
9327,4,1,5.093333333,-9.725218036
9328,5,1,5.106666667,-9.304266524
9329,6,1,5.12,-8.985240091
9330,7,1,5.133333333,-8.885674254
9331,8,1,5.146666667,-8.744243703
9332,9,1,5.16,-8.614860599
9333,1,2,5.173333333,-8.509100145
9334,2,2,5.186666667,-8.426260364
9335,3,2,5.2,-8.363810376
9336,4,2,5.213333333,-8.31919208
9337,5,2,5.226666667,-8.290150828
9338,6,2,5.24,-8.274764922
9339,7,2,5.253333333,-8.271409573
9340,8,2,5.266666667,-8.278711194
9341,9,2,5.28,-8.29550583
9342,1,3,5.293333333,-8.32080444
9343,2,3,5.306666667,-8.353764721
9344,3,3,5.32,-8.393668454
9345,4,3,5.333333333,-8.439903329
9346,5,3,5.346666667,-8.491948362
9347,6,3,5.36,-8.549362195
9348,7,3,5.373333333,-8.611773695
9349,8,3,5.386666667,-8.678874451
9350,9,3,5.4,-8.750412808
9351,1,4,5.413333333,-8.826189193
9352,2,4,5.426666667,-8.906052536
9353,3,4,5.44,-8.989897625
9354,4,4,5.453333333,-9.077663283
9355,4,4,5.466666667,-9.169331273
9356,4,4,5.48,-9.264925855
9357,4,4,5.493333333,-9.364513933
9358,5,4,5.506666667,-9.453043622
9359,6,4,5.52,-9.529822309
9360,7,4,5.533333333,-9.609494662
9361,8,4,5.546666667,-9.691724138
9362,9,4,5.56,-9.776154781
9363,1,5,5.573333333,-9.862415576
9364,2,5,5.586666667,-9.950124986
9365,3,5,5.6,-10.03889558
9366,4,5,5.613333333,-10.12833859
9367,5,5,5.626666667,-10.21806841
9368,6,5,5.64,-10.30770678
9369,7,5,5.653333333,-10.39688673
9370,8,5,5.666666667,-10.4852561
9371,9,5,5.68,-10.57248073
9372,1,6,5.693333333,-10.65824705
9373,2,6,5.706666667,-10.74226437
9374,3,6,5.72,-10.82426649
9375,4,6,5.733333333,-10.90401299
9376,5,6,5.746666667,-10.98129001
9377,6,6,5.76,-11.05591052
9378,7,6,5.773333333,-11.12771429
9379,8,6,5.786666667,-11.19656745
9380,9,6,5.8,-11.26236172
9381,1,7,5.813333333,-11.3250134
9382,2,7,5.826666667,-11.38446209
9383,3,7,5.84,-11.44066927
9384,4,7,5.853333333,-11.49361674
9385,5,7,5.866666667,-11.5433049
9386,6,7,5.88,-11.5897511
9387,7,7,5.893333333,-11.63298786
9388,8,7,5.906666667,-11.67306112
9389,9,7,5.92,-11.7100286
9390,1,8,5.933333333,-11.74395812
9391,2,8,5.946666667,-11.77492606
9392,3,8,5.96,-11.80301589
9393,4,8,5.973333333,-11.8283168
9394,5,8,5.986666667,-11.85092245
9395,6,8,6,-11.87092978
9396,7,8,6.013333333,-11.88843802
9397,8,8,6.026666667,-11.90354771
9398,9,8,6.04,-11.91635992
9399,1,9,6.053333333,-11.92697547
9400,2,9,6.066666667,-11.93549436
9401,3,9,6.08,-11.94201519
9402,4,9,6.093333333,-11.94663474
9403,5,9,6.106666667,-11.94944754
9404,6,9,6.12,-11.95054565
9405,7,9,6.133333333,-11.95001832
9406,8,9,6.146666667,-11.94795186
9407,9,9,6.16,-11.94442951
9408,1,1,6.173333333,-11.93953128
9409,2,1,6.186666667,-11.93333398
9410,3,1,6.2,-11.92591113
9411,4,1,6.213333333,-11.91733298
9412,5,1,6.226666667,-11.90766657
9413,6,1,6.24,-11.89697573
9414,7,1,6.253333333,-11.88532117
9415,8,1,6.266666667,-11.87276056
9416,9,1,6.28,-11.85934861
9417,1,2,6.293333333,-11.84513715
9418,2,2,6.306666667,-11.83017526
9419,3,2,6.32,-11.81450936
9420,4,2,6.333333333,-11.79818332
9421,5,2,6.346666667,-11.78123856
9422,6,2,6.36,-11.76371418
9423,7,2,6.373333333,-11.74564705
9424,8,2,6.386666667,-11.72707193
9425,9,2,6.4,-11.70802157
9426,1,3,6.413333333,-11.6885268
9427,2,3,6.426666667,-11.66861665
9428,3,3,6.44,-11.64831846
9429,4,3,6.453333333,-11.62765791
9430,5,3,6.466666667,-11.60665918
9431,6,3,6.48,-11.585345
9432,7,3,6.493333333,-11.56373675
9433,8,3,6.506666667,-11.5418545
9434,9,3,6.52,-11.51971715
9435,1,4,6.533333333,-11.49734243
9436,2,4,6.546666667,-11.47474701
9437,3,4,6.56,-11.45194657
9438,4,4,6.573333333,-11.42895584
9439,4,4,6.586666667,-11.40578864
9440,4,4,6.6,-11.38245798
9441,4,4,6.613333333,-11.35897609
9442,5,4,6.626666667,-11.33535446
9443,6,4,6.64,-11.31160388
9444,7,4,6.653333333,-11.28773453
9445,8,4,6.666666667,-11.26375594
9446,9,4,6.68,-11.23967712
9447,1,5,6.693333333,-11.21550652
9448,2,5,6.706666667,-11.19125209
9449,3,5,6.72,-11.16692135
9450,4,5,6.733333333,-11.14252135
9451,5,5,6.746666667,-11.11805876
9452,6,5,6.76,-11.09353985
9453,7,5,6.773333333,-11.06897055
9454,8,5,6.786666667,-11.04435644
9455,9,5,6.8,-11.01970281
9456,1,6,6.813333333,-10.99501466
9457,2,6,6.826666667,-10.97029671
9458,3,6,6.84,-10.94555343
9459,4,6,6.853333333,-10.92078906
9460,5,6,6.866666667,-10.89600762
9461,6,6,6.88,-10.87121293
9462,7,6,6.893333333,-10.84640862
9463,8,6,6.906666667,-10.82159812
9464,9,6,6.92,-10.79678475
9465,1,7,6.933333333,-10.77197163
9466,2,7,6.946666667,-10.74716176
9467,3,7,6.96,-10.722358
9468,4,7,6.973333333,-10.6975631
9469,5,7,6.986666667,-10.6727797
9470,6,7,7,-10.64801033
9471,7,7,1,-4.92337055
9472,8,7,1.013333333,-4.982609102
9473,9,7,1.026666667,-5.042205919
9474,1,8,1.04,-5.102177238
9475,2,8,1.053333333,-5.162540153
9476,3,8,1.066666667,-5.223312616
9477,4,8,1.08,-5.284513428
9478,5,8,1.093333333,-5.346162237
9479,6,8,1.106666667,-5.40827954
9480,7,8,1.12,-5.47088668
9481,8,8,1.133333333,-5.534005853
9482,9,8,1.146666667,-5.597660107
9483,1,9,1.16,-5.661873352
9484,2,9,1.173333333,-5.726670366
9485,3,9,1.186666667,-5.792076804
9486,4,9,1.2,-5.85811921
9487,5,9,1.213333333,-5.924825027
9488,6,9,1.226666667,-5.992222612
9489,7,9,1.24,-6.060341251
9490,8,9,1.253333333,-6.129211179
9491,9,9,1.266666667,-6.19886359
9492,1,1,1.28,-6.269330666
9493,2,1,1.293333333,-6.340645591
9494,3,1,1.306666667,-6.412842575
9495,4,1,1.32,-6.485956879
9496,5,1,1.333333333,-6.560024832
9497,6,1,1.346666667,-6.635083864
9498,7,1,1.36,-6.711172525
9499,8,1,1.373333333,-6.788330514
9500,9,1,1.386666667,-6.866598701
9501,1,2,1.4,-6.946019156
9502,2,2,1.413333333,-7.026635174
9503,3,2,1.426666667,-7.108491296
9504,4,2,1.44,-7.191633337
9505,5,2,1.453333333,-7.276108402
9506,6,2,1.466666667,-7.36196491
9507,7,2,1.48,-7.449252609
9508,8,2,1.493333333,-7.538022587
9509,9,2,1.506666667,-7.628327281
9510,1,3,1.52,-7.72022048
9511,2,3,1.533333333,-7.813757317
9512,3,3,1.546666667,-7.908994261
9513,4,3,1.56,-8.005989088
9514,5,3,1.573333333,-8.104800852
9515,6,3,1.586666667,-8.205489828
9516,7,3,1.6,-8.308117453
9517,8,3,1.613333333,-8.412746231
9518,9,3,1.626666667,-8.519439632
9519,1,4,1.64,-8.628261946
9520,2,4,1.653333333,-8.739278116
9521,3,4,1.666666667,-8.85255353
9522,4,4,1.68,-8.968153764
9523,4,4,1.693333333,-9.08614428
9524,4,4,1.706666667,-9.206590057
9525,4,4,1.72,-9.329555155
9526,5,4,1.733333333,-9.455102196
9527,6,4,1.746666667,-9.583291747
9528,7,4,1.76,-9.714181595
9529,8,4,1.773333333,-9.847825898
9530,9,4,1.786666667,-9.984274176
9531,1,5,1.8,-10.12357014
9532,2,5,1.813333333,-10.26575035
9533,3,5,1.826666667,-10.41084258
9534,4,5,1.84,-10.55886402
9535,5,5,1.853333333,-10.70981911
9536,6,5,1.866666667,-10.86369713
9537,7,5,1.88,-11.02046934
9538,8,5,1.893333333,-11.1800858
9539,9,5,1.906666667,-11.34247168
9540,1,6,1.92,-11.50752316
9541,2,6,1.933333333,-11.67510282
9542,3,6,1.946666667,-11.84503444
9543,4,6,1.96,-12.01709742
9544,5,6,1.973333333,-12.19102059
9545,6,6,1.986666667,-12.36647572
9546,7,6,2,-12.54307066
9547,8,6,2.013333333,-12.72034245
9548,9,6,2.026666667,-12.89775057
9549,1,7,2.04,-13.07467083
9550,2,7,2.053333333,-13.25039025
9551,3,7,2.066666667,-13.42410383
9552,4,7,2.08,-13.5949137
9553,5,7,2.093333333,-13.76183189
9554,6,7,2.106666667,-13.92378749
9555,7,7,2.12,-14.07963946
9556,8,7,2.133333333,-14.22819587
9557,9,7,2.146666667,-14.36824047
9558,1,8,2.16,-14.49856682
9559,2,8,2.173333333,-14.61801975
9560,3,8,2.186666667,-14.72554303
9561,4,8,2.2,-14.82023136
9562,5,8,2.213333333,-14.90138374
9563,6,8,2.226666667,-14.9685547
9564,7,8,2.24,-15.02159944
9565,8,8,2.253333333,-15.06070886
9566,9,8,2.266666667,-15.08643141
9567,1,9,2.28,-15.09967933
9568,2,9,2.293333333,-15.10171877
9569,3,9,2.306666667,-15.09414452
9570,4,9,2.32,-15.0788416
9571,5,9,2.333333333,-15.05793691
9572,6,9,2.346666667,-15.03374474
9573,7,9,2.36,-15.00870984
9574,8,9,2.373333333,-14.98535136
9575,9,9,2.386666667,-14.96621032
9576,1,1,2.4,-14.95380232
9577,2,1,2.413333333,-14.95057652
9578,3,1,2.426666667,-14.95888126
9579,4,1,2.44,-14.98093625
9580,5,1,2.453333333,-15.01881077
9581,6,1,2.466666667,-15.07440749
9582,7,1,2.48,-15.14945099
9583,8,1,2.493333333,-15.24548061
9584,9,1,2.506666667,-15.37409211
9585,1,2,2.52,-15.53362765
9586,2,2,2.533333333,-15.71437146
9587,3,2,2.546666667,-15.91789046
9588,4,2,2.56,-16.14575989
9589,5,2,2.573333333,-16.39954037
9590,6,2,2.586666667,-16.68074803
9591,7,2,2.6,-16.99081463
9592,8,2,2.613333333,-17.33103259
9593,9,2,2.626666667,-17.70247689
9594,1,3,2.64,-18.10589183
9595,2,3,2.653333333,-18.54152422
9596,3,3,2.666666667,-19.00887685
9597,4,3,2.68,-19.50634578
9598,5,3,2.693333333,-20.03069508
9599,6,3,2.706666667,-20.57631919
9600,7,3,2.72,-21.13426065
9601,8,3,2.733333333,-21.69102244
9602,9,3,2.746666667,-22.2273873
9603,1,4,2.76,-22.71777749
9604,2,4,2.773333333,-23.13109852
9605,3,4,2.786666667,-23.43417261
9606,4,4,2.8,-23.59811875
9607,4,4,2.813333333,-23.60603412
9608,4,4,2.826666667,-23.45830126
9609,4,4,2.84,-23.17229044
9610,5,4,2.853333333,-22.77665252
9611,6,4,2.866666667,-22.30362937
9612,7,4,2.88,-21.78292979
9613,8,4,2.893333333,-21.23858476
9614,9,4,2.906666667,-20.6882932
9615,1,5,2.92,-20.14413842
9616,2,5,2.933333333,-19.61376577
9617,3,5,2.946666667,-19.10152216
9618,4,5,2.96,-18.60936224
9619,5,5,2.973333333,-18.13748625
9620,6,5,2.986666667,-17.68473548
9621,7,5,3,-17.24878356
9622,8,5,3.013333333,-16.82615357
9623,9,5,3.026666667,-16.41207934
9624,1,6,3.04,-16.00022438
9625,2,6,3.053333333,-15.58229112
9626,3,6,3.066666667,-15.14763454
9627,4,6,3.08,-14.68323083
9628,5,6,3.093333333,-14.17493441
9629,6,6,3.106666667,-13.61216538
9630,7,6,3.12,-12.99982919
9631,8,6,3.133333333,-12.38023911
9632,9,6,3.146666667,-11.8533415
9633,1,7,3.16,-11.55084493
9634,2,7,3.173333333,-11.5362832
9635,3,7,3.186666667,-11.73580366
9636,4,7,3.2,-12.0053482
9637,5,7,3.213333333,-12.2301029
9638,6,7,3.226666667,-12.35127099
9639,7,7,3.24,-12.34734791
9640,8,7,3.253333333,-12.16013178
9641,9,7,3.266666667,-11.73893007
9642,1,8,3.28,-11.28399341
9643,2,8,3.293333333,-10.80091293
9644,3,8,3.306666667,-10.29430858
9645,4,8,3.32,-9.76795762
9646,5,8,3.333333333,-9.225071495
9647,6,8,3.346666667,-8.668757287
9648,7,8,3.36,-8.102772232
9649,8,8,3.373333333,-7.532804027
9650,9,8,3.386666667,-6.968731039
9651,1,9,3.4,-6.428696757
9652,2,9,3.413333333,-5.946380517
9653,3,9,3.426666667,-5.583154373
9654,4,9,3.44,-5.444868756
9655,5,9,3.453333333,-5.693326872
9656,6,9,3.466666667,-6.520815671
9657,7,9,3.48,-8.041882679
9658,8,9,3.493333333,-10.06584624
9659,9,9,3.506666667,-11.73371921
9660,1,1,3.52,-11.897999
9661,2,1,3.533333333,-11.00873542
9662,3,1,3.546666667,-10.4255856
9663,4,1,3.56,-11.03974285
9664,5,1,3.573333333,-13.47815745
9665,6,1,3.586666667,-18.59645087
9666,7,1,3.6,-23.32381405
9667,8,1,3.613333333,-16.90838181
9668,9,1,3.626666667,-12.56844554
9669,1,2,3.64,-10.08330817
9670,2,2,3.653333333,-8.896612892
9671,3,2,3.666666667,-8.955217478
9672,4,2,3.68,-10.3259877
9673,5,2,3.693333333,-13.1739704
9674,6,2,3.706666667,-18.40935569
9675,7,2,3.72,-35.32960462
9676,8,2,3.733333333,-21.09205106
9677,9,2,3.746666667,-14.29697223
9678,1,3,3.76,-10.74674009
9679,2,3,3.773333333,-8.891808732
9680,3,3,3.786666667,-8.59144538
9681,4,3,3.8,-9.899746148
9682,5,3,3.813333333,-12.72001324
9683,6,3,3.826666667,-12.91614433
9684,7,3,3.84,-8.466142612
9685,8,3,3.853333333,-5.793603259
9686,9,3,3.866666667,-4.55895181
9687,1,4,3.88,-3.930968798
9688,2,4,3.893333333,-3.778744784
9689,3,4,3.906666667,-4.158215933
9690,4,4,3.92,-4.787777045
9691,4,4,3.933333333,-5.246010113
9692,4,4,3.946666667,-5.414329458
9693,4,4,3.96,-5.446264245
9694,5,4,3.973333333,-5.600636501
9695,6,4,3.986666667,-6.158690072
9696,7,4,4,-7.328199371
9697,8,4,4.013333333,-9.324565934
9698,9,4,4.026666667,-11.71434604
9699,1,5,4.04,-12.15666398
9700,2,5,4.053333333,-11.82132553
9701,3,5,4.066666667,-12.49811289
9702,4,5,4.08,-15.04902689
9703,5,5,4.093333333,-22.35512526
9704,6,5,4.106666667,-22.50838865
9705,7,5,4.12,-13.16441317
9706,8,5,4.133333333,-9.001864197
9707,9,5,4.146666667,-6.638672938
9708,1,6,4.16,-5.168730932
9709,2,6,4.173333333,-4.246157424
9710,3,6,4.186666667,-3.775138622
9711,4,6,4.2,-3.816214363
9712,5,6,4.213333333,-4.52636937
9713,6,6,4.226666667,-6.081642785
9714,7,6,4.24,-8.638970002
9715,8,6,4.253333333,-12.40207133
9716,9,6,4.266666667,-17.32420195
9717,1,7,4.28,-23.61958635
9718,2,7,4.293333333,-21.13801707
9719,3,7,4.306666667,-12.58561358
9720,4,7,4.32,-9.067677267
9721,5,7,4.333333333,-6.983370453
9722,6,7,4.346666667,-5.659828612
9723,7,7,4.36,-5.606752332
9724,8,7,4.373333333,-6.884917831
9725,9,7,4.386666667,-8.959090164
9726,1,8,4.4,-12.72276943
9727,2,8,4.413333333,-10.29632352
9728,3,8,4.426666667,-7.943004354
9729,4,8,4.44,-7.687981587
9730,5,8,4.453333333,-7.87102067
9731,6,8,4.466666667,-7.679917622
9732,7,8,4.48,-6.880108213
9733,8,8,4.493333333,-6.033361462
9734,9,8,4.506666667,-5.6142855
9735,1,9,4.52,-5.679178249
9736,2,9,4.533333333,-6.162430873
9737,3,9,4.546666667,-7.036998541
9738,4,9,4.56,-8.337996626
9739,5,9,4.573333333,-10.15930045
9740,6,9,4.586666667,-12.65290505
9741,7,9,4.6,-15.9711205
9742,8,9,4.613333333,-19.54469995
9743,9,9,4.626666667,-19.97034098
9744,1,1,4.64,-17.39812499
9745,2,1,4.653333333,-15.10773319
9746,3,1,4.666666667,-13.57398922
9747,4,1,4.68,-12.63530676
9748,5,1,4.693333333,-12.14748844
9749,6,1,4.706666667,-12.02469978
9750,7,1,4.72,-12.22609617
9751,8,1,4.733333333,-12.74622103
9752,9,1,4.746666667,-13.61069187
9753,1,2,4.76,-14.87623541
9754,2,2,4.773333333,-16.5634132
9755,3,2,4.786666667,-18.41709816
9756,4,2,4.8,-18.94615527
9757,5,2,4.813333333,-16.53870272
9758,6,2,4.826666667,-12.82719894
9759,7,2,4.84,-9.063170161
9760,8,2,4.853333333,-5.217923335
9761,9,2,4.866666667,-0.706009677
9762,1,3,4.88,6.290033677
9763,2,3,4.893333333,15.71670863
9764,3,3,4.906666667,2.965173509
9765,4,3,4.92,-3.032147146
9766,5,3,4.933333333,-7.514654775
9767,6,3,4.946666667,-11.71864647
9768,7,3,4.96,-16.35423273
9769,8,3,4.973333333,-22.2646868
9770,9,3,4.986666667,-27.83300018
9771,1,4,5,-23.82484604
9772,2,4,5.013333333,-19.84549594
9773,3,4,5.026666667,-17.30219725
9774,4,4,5.04,-15.54400605
9775,4,4,5.053333333,-14.24637109
9776,4,4,5.066666667,-13.24488368
9777,4,4,5.08,-12.44735989
9778,5,4,5.093333333,-11.79760132
9779,6,4,5.106666667,-11.25906003
9780,7,4,5.12,-10.80673865
9781,8,4,5.133333333,-10.42284091
9782,9,4,5.146666667,-10.09427952
9783,1,5,5.16,-9.811169959
9784,2,5,5.173333333,-9.56587879
9785,3,5,5.186666667,-9.352399415
9786,4,5,5.2,-9.165929187
9787,5,5,5.213333333,-9.002574935
9788,6,5,5.226666667,-8.859142877
9789,7,5,5.24,-8.732985528
9790,8,5,5.253333333,-8.621888035
9791,9,5,5.266666667,-8.523982368
9792,1,6,5.28,-8.437681557
9793,2,6,5.293333333,-8.361628635
9794,3,6,5.306666667,-8.294656501
9795,4,6,5.32,-8.235756031
9796,5,6,5.333333333,-8.184050492
9797,6,6,5.346666667,-8.138774819
9798,7,6,5.36,-8.099258705
9799,8,6,5.373333333,-8.064912686
9800,9,6,5.386666667,-8.035216621
9801,1,7,5.4,-8.009710087
9802,2,7,5.413333333,-7.987984329
9803,3,7,5.426666667,-7.969675467
9804,4,7,5.44,-7.95445875
9805,5,7,5.453333333,-7.942043658
9806,6,7,5.466666667,-7.932169712
9807,7,7,5.48,-7.924602886
9808,8,7,5.493333333,-7.919132505
9809,9,7,5.506666667,-7.914928365
9810,1,8,5.52,-7.912050778
9811,2,8,5.533333333,-7.911012591
9812,3,8,5.546666667,-7.911619845
9813,4,8,5.56,-7.913698685
9814,5,8,5.573333333,-7.917093929
9815,6,8,5.586666667,-7.921667557
9816,7,8,5.6,-7.927297191
9817,8,8,5.613333333,-7.933874604
9818,9,8,5.626666667,-7.941304288
9819,1,9,5.64,-7.949502104
9820,2,9,5.653333333,-7.95839403
9821,3,9,5.666666667,-7.967914997
9822,4,9,5.68,-7.978007841
9823,5,9,5.693333333,-7.988622346
9824,6,9,5.706666667,-7.999714386
9825,7,9,5.72,-8.011245157
9826,8,9,5.733333333,-8.023180497
9827,9,9,5.746666667,-8.035490276
9828,1,1,5.76,-8.048147868
9829,2,1,5.773333333,-8.061129678
9830,3,1,5.786666667,-8.074414731
9831,4,1,5.8,-8.087984315
9832,5,1,5.813333333,-8.101821661
9833,6,1,5.826666667,-8.115911678
9834,7,1,5.84,-8.130240712
9835,8,1,5.853333333,-8.144796342
9836,9,1,5.866666667,-8.159567203
9837,1,2,5.88,-8.174542835
9838,2,2,5.893333333,-8.189713552
9839,3,2,5.906666667,-8.205070329
9840,4,2,5.92,-8.220604708
9841,5,2,5.933333333,-8.236308714
9842,6,2,5.946666667,-8.252174788
9843,7,2,5.96,-8.268195727
9844,8,2,5.973333333,-8.284364635
9845,9,2,5.986666667,-8.300674882
9846,1,3,6,-8.317120066
9847,2,3,6.013333333,-8.333693988
9848,3,3,6.026666667,-8.350390625
9849,4,3,6.04,-8.367204114
9850,5,3,6.053333333,-8.384128729
9851,6,3,6.066666667,-8.401158874
9852,7,3,6.08,-8.41828907
9853,8,3,6.093333333,-8.435513948
9854,9,3,6.106666667,-8.452828239
9855,1,4,6.12,-8.470226774
9856,2,4,6.133333333,-8.487704474
9857,3,4,6.146666667,-8.505256355
9858,4,4,6.16,-8.522877518
9859,4,4,6.173333333,-8.540563154
9860,4,4,6.186666667,-8.558308538
9861,4,4,6.2,-8.576109033
9862,5,4,6.213333333,-8.593960089
9863,6,4,6.226666667,-8.611857242
9864,7,4,6.24,-8.629796114
9865,8,4,6.253333333,-8.647772415
9866,9,4,6.266666667,-8.665781943
9867,1,5,6.28,-8.683820585
9868,2,5,6.293333333,-8.701884315
9869,3,5,6.306666667,-8.719969199
9870,4,5,6.32,-8.738071392
9871,5,5,6.333333333,-8.756187136
9872,6,5,6.346666667,-8.774312769
9873,7,5,6.36,-8.792444715
9874,8,5,6.373333333,-8.81057949
9875,9,5,6.386666667,-8.828713701
9876,1,6,6.4,-8.846844045
9877,2,6,6.413333333,-8.864967308
9878,3,6,6.426666667,-8.883080367
9879,4,6,6.44,-8.901180187
9880,5,6,6.453333333,-8.919263822
9881,6,6,6.466666667,-8.937328413
9882,7,6,6.48,-8.95537119
9883,8,6,6.493333333,-8.973389466
9884,9,6,6.506666667,-8.991380641
9885,1,7,6.52,-9.0093422
9886,2,7,6.533333333,-9.02727171
9887,3,7,6.546666667,-9.045166819
9888,4,7,6.56,-9.063025257
9889,5,7,6.573333333,-9.080844832
9890,6,7,6.586666667,-9.098623432
9891,7,7,6.6,-9.116359021
9892,8,7,6.613333333,-9.134049638
9893,9,7,6.626666667,-9.151693396
9894,1,8,6.64,-9.16928848
9895,2,8,6.653333333,-9.186833147
9896,3,8,6.666666667,-9.204325724
9897,4,8,6.68,-9.221764605
9898,5,8,6.693333333,-9.239148252
9899,6,8,6.706666667,-9.256475189
9900,7,8,6.72,-9.273744007
9901,8,8,6.733333333,-9.290953358
9902,9,8,6.746666667,-9.308101953
9903,1,9,6.76,-9.325188565
9904,2,9,6.773333333,-9.342212022
9905,3,9,6.786666667,-9.359171209
9906,4,9,6.8,-9.376065066
9907,5,9,6.813333333,-9.392892586
9908,6,9,6.826666667,-9.409652814
9909,7,9,6.84,-9.426344843
9910,8,9,6.853333333,-9.442967818
9911,9,9,6.866666667,-9.45952093
9912,1,1,6.88,-9.476003415
9913,2,1,6.893333333,-9.492414558
9914,3,1,6.906666667,-9.508753681
9915,4,1,6.92,-9.525020154
9916,5,1,6.933333333,-9.541213385
9917,6,1,6.946666667,-9.557332821
9918,7,1,6.96,-9.573377949
9919,8,1,6.973333333,-9.589348293
9920,9,1,6.986666667,-9.605243413
9921,1,2,7,-9.621062901
9922,2,2,1,-6.333201333
9923,3,2,1.013333333,-6.392788495
9924,4,2,1.026666667,-6.452357212
9925,5,2,1.04,-6.511902034
9926,6,2,1.053333333,-6.571418334
9927,7,2,1.066666667,-6.630902289
9928,8,2,1.08,-6.690350872
9929,9,2,1.093333333,-6.749761841
9930,1,3,1.106666667,-6.809133727
